CRY2	158	"3|4"	7
CRY2	167	"3|4"	7
CRY2	176	"3|4"	7
CRY2	179	"3|4"	7
CRY2	188	"3|4"	7
CRY2	209	"5|4"	9
CRY2	210	"5|4"	9
CRY2	240	"8|8"	16
CRY2	258	"9|12"	21
CRY2	262	"9|12"	21
CRY2	327	"18|21"	39
CRY2	328	"19|21"	40
CRY2	330	"21|21"	42
CRY2	333	"21|21"	42
CRY2	334	"21|21"	42
CRY2	346	"25|24"	49
CRY2	355	"26|26"	52
CRY2	361	"26|26"	52
CRY2	364	"26|26"	52
CRY2	369	"26|27"	53
CRY2	374	"26|27"	53
CRY2	387	"28|30"	58
CRY2	400	"30|29"	59
CRY2	401	"30|29"	59
CRY2	407	"30|31"	61
CRY2	415	"31|31"	62
CRY2	421	"32|31"	63
CRY2	444	"37|33"	70
CRY2	447	"39|33"	72
CRY2	449	"39|33"	72
CRY2	647	"31|6"	37
CRY2	655	"33|7"	40
CRY2	657	"33|7"	40
CRY2	664	"32|7"	39
CRY2	666	"32|7"	39
CRY2	673	"28|10"	38
CRY2	680	"28|10"	38
CRY2	686	"28|12"	40
CRY2	694	"29|14"	43
CRY2	707	"29|16"	45
CRY2	745	"27|20"	47
CRY2	759	"35|21"	56
CRY2	771	"30|30"	60
CRY2	779	"38|25"	63
CRY2	780	"32|31"	63
CRY2	795	"36|26"	62
CRY2	797	"36|26"	62
CRY2	806	"54|6"	60
CRY2	807	"54|6"	60
CRY2	849	"29|35"	64
CRY2	861	"29|33"	62
CRY2	864	"27|33"	60
CRY2	930	"25|28"	53
CRY2	954	"22|27"	49
CRY2	971	"23|26"	49
CRY2	994	"22|16"	38
CRY2	995	"22|16"	38
CRY2	999	"22|15"	37
CRY2	1005	"22|14"	36
CRY2	1030	"23|14"	37
CRY2	1037	"24|14"	38
CRY2	1042	"24|14"	38
CRY2	1056	"23|14"	37
CRY2	1058	"23|14"	37
CRY2	1065	"23|15"	38
CRY2	1066	"23|15"	38
CRY2	1086	"22|14"	36
CRY2	1087	"22|14"	36
CRY2	1091	"22|14"	36
CRY2	1096	"22|14"	36
CRY2	1112	"19|14"	33
CRY2	1114	"20|14"	34
CRY2	1119	"19|13"	32
CRY2	1128	"17|14"	31
CRY2	1135	"16|14"	30
CRY2	1148	"19|12"	31
CRY2	1154	"18|12"	30
CRY2	1182	"18|13"	31
CRY2	1188	"18|13"	31
CRY2	1210	"19|15"	34
CRY2	1251	"21|18"	39
CRY2	1278	"22|18"	40
CRY2	1317	"26|23"	49
CRY2	1332	"25|25"	50
CRY2	1381	"22|27"	49
CRY2	1398	"23|28"	51
CRY2	1422	"22|27"	49
CRY2	1434	"20|26"	46
CRY2	1503	"23|26"	49
CRY2	1506	"23|29"	52
CRY2	1515	"22|29"	51
CRY2	1518	"23|24"	47
CRY2	1527	"25|23"	48
CRY2	1554	"27|24"	51
CRY2	1605	"33|25"	58
CRY2	1624	"36|22"	58
CRY2	1674	"39|16"	55
CRY2	1713	"43|19"	62
CRY2	1752	"43|33"	76
CRY2	1771	"43|35"	78
CRY2	1782	"41|35"	76
CRY2	1788	"35|35"	70
CRY2	1827	"32|41"	73
CRY2	1853	"30|41"	71
CRY2	1859	"30|40"	70
CRY2	1872	"27|36"	63
CRY2	1873	"27|36"	63
CRY2	1879	"27|35"	62
CRY2	1880	"27|35"	62
CRY2	1889	"25|34"	59
CRY2	1897	"25|35"	60
CRY2	1912	"25|34"	59
CRY2	1938	"22|30"	52
CRY2	1956	"22|30"	52
CRY2	1968	"20|28"	48
CRY2	2004	"17|21"	38
CRY2	2005	"18|21"	39
CRY2	2031	"18|18"	36
CRY2	2037	"18|18"	36
CRY2	2049	"18|16"	34
CRY2	2115	"20|13"	33
CRY2	2116	"20|13"	33
CRY2	2136	"16|11"	27
CRY2	2148	"10|15"	25
CRY2	2151	"10|16"	26
CRY2	2160	"14|11"	25
CRY2	2178	"15|10"	25
CRY2	2202	"14|12"	26
CRY2	2207	"14|12"	26
CRY2	2209	"14|11"	25
CRY2	2212	"19|6"	25
CRY2	2222	"19|5"	24
CRY2	2223	"13|11"	24
CRY2	2227	"8|16"	24
CRY2	2229	"20|5"	25
CRY2	2260	"11|16"	27
CRY2	2270	"26|3"	29
CRY2	2283	"10|23"	33
CRY2	2292	"13|19"	32
CRY2	2293	"13|19"	32
CRY2	2302	"13|19"	32
CRY2	2304	"29|3"	32
CRY2	2306	"9|20"	29
CRY2	2318	"12|20"	32
CRY2	2339	"12|20"	32
CRY2	2369	"17|22"	39
CRY2	2371	"17|22"	39
CRY2	2385	"17|23"	40
CRY2	2388	"15|26"	41
CRY2	2390	"17|25"	42
CRY2	2397	"17|26"	43
CRY2	2411	"15|27"	42
CRY2	2442	"17|29"	46
CRY2	2460	"19|29"	48
CRY2	2475	"21|31"	52
CRY2	2484	"21|31"	52
CRY2	2485	"21|31"	52
CRY2	2488	"21|29"	50
CRY2	2538	"25|32"	57
CRY2	2549	"26|33"	59
CRY2	2550	"26|33"	59
CRY2	2583	"64|6"	70
CRY2	2587	"63|6"	69
CRY2	2589	"59|10"	69
CRY2	2596	"22|24"	46
CRY2	2597	"41|5"	46
CRY2	2600	"42|4"	46
CRY2	2607	"22|23"	45
CRY2	2608	"41|4"	45
CRY2	2611	"30|15"	45
CRY2	2615	"40|5"	45
CRY2	2619	"35|7"	42
CRY2	2621	"29|11"	40
CRY2	2627	"22|18"	40
CRY2	2628	"21|19"	40
CRY2	2640	"19|19"	38
CRY2	2652	"28|6"	34
CRY2	2657	"26|6"	32
CRY2	2670	"16|7"	23
CRY4	158	"3|4"	7
CRY4	167	"3|4"	7
CRY4	176	"3|4"	7
CRY4	179	"3|4"	7
CRY4	188	"3|4"	7
CRY4	209	"5|4"	9
CRY4	210	"5|4"	9
CRY4	240	"8|8"	16
CRY4	258	"9|12"	21
CRY4	262	"9|12"	21
CRY4	327	"18|21"	39
CRY4	328	"19|21"	40
CRY4	330	"21|21"	42
CRY4	333	"21|21"	42
CRY4	334	"21|21"	42
CRY4	346	"25|24"	49
CRY4	355	"26|26"	52
CRY4	361	"26|26"	52
CRY4	364	"26|26"	52
CRY4	369	"26|27"	53
CRY4	374	"26|27"	53
CRY4	387	"28|30"	58
CRY4	400	"30|29"	59
CRY4	401	"30|29"	59
CRY4	407	"30|31"	61
CRY4	415	"31|31"	62
CRY4	421	"32|31"	63
CRY4	444	"37|33"	70
CRY4	447	"39|33"	72
CRY4	449	"39|33"	72
CRY4	647	"31|6"	37
CRY4	655	"33|7"	40
CRY4	657	"33|7"	40
CRY4	664	"32|7"	39
CRY4	666	"32|7"	39
CRY4	673	"28|10"	38
CRY4	680	"28|10"	38
CRY4	686	"28|12"	40
CRY4	694	"29|14"	43
CRY4	707	"29|16"	45
CRY4	745	"27|20"	47
CRY4	759	"35|21"	56
CRY4	771	"30|30"	60
CRY4	779	"38|25"	63
CRY4	780	"32|31"	63
CRY4	795	"36|26"	62
CRY4	797	"36|26"	62
CRY4	806	"54|6"	60
CRY4	807	"54|6"	60
CRY4	849	"29|35"	64
CRY4	861	"29|33"	62
CRY4	864	"27|33"	60
CRY4	930	"25|28"	53
CRY4	954	"22|27"	49
CRY4	971	"23|26"	49
CRY4	994	"22|16"	38
CRY4	995	"22|16"	38
CRY4	999	"22|15"	37
CRY4	1005	"22|14"	36
CRY4	1030	"23|14"	37
CRY4	1037	"24|14"	38
CRY4	1042	"24|14"	38
CRY4	1056	"23|14"	37
CRY4	1058	"23|14"	37
CRY4	1065	"23|15"	38
CRY4	1066	"23|15"	38
CRY4	1086	"22|14"	36
CRY4	1087	"22|14"	36
CRY4	1091	"22|14"	36
CRY4	1096	"22|14"	36
CRY4	1112	"19|14"	33
CRY4	1114	"20|14"	34
CRY4	1119	"19|13"	32
CRY4	1128	"17|14"	31
CRY4	1135	"16|14"	30
CRY4	1148	"19|12"	31
CRY4	1154	"18|12"	30
CRY4	1182	"19|14"	33
CRY4	1188	"19|14"	33
CRY4	1210	"20|17"	37
CRY4	1251	"21|21"	42
CRY4	1278	"24|20"	44
CRY4	1317	"28|26"	54
CRY4	1332	"27|28"	55
CRY4	1606	"7|6"	13
CRY4	1612	"7|6"	13
CRY4	1615	"8|6"	14
CRY4	1616	"8|6"	14
CRY4	1618	"8|6"	14
CRY4	1627	"8|6"	14
CRY4	1630	"8|6"	14
CRY4	1634	"8|6"	14
CRY4	1636	"8|6"	14
CRY4	1640	"4|10"	14
CRY4	1642	"8|6"	14
CRY4	1648	"8|6"	14
CRY4	1651	"8|6"	14
CRY4	1654	"8|6"	14
CRY4	1658	"9|6"	15
CRY4	1660	"9|6"	15
CRY4	1663	"5|10"	15
CRY4	1667	"9|6"	15
CRY4	1668	"9|6"	15
CRY4	1670	"9|6"	15
CRY4	1672	"9|6"	15
CRY4	1675	"10|6"	16
CRY4	1678	"10|6"	16
CRY4	1681	"10|6"	16
CRY4	1684	"11|6"	17
CRY4	1687	"11|5"	16
CRY4	1690	"11|5"	16
CRY4	1693	"11|5"	16
CRY4	1699	"11|5"	16
CRY4	1780	"15|9"	24
CRY4	1907	"29|11"	40
CRY4	1916	"44|5"	49
CRY4	1918	"33|10"	43
CRY4	1957	"46|10"	56
CRY4	1966	"41|10"	51
CRY4	2002	"36|16"	52
CRY4	2005	"36|11"	47
CRY4	2068	"30|14"	44
CRY4	2071	"28|15"	43
CRY4	2099	"23|12"	35
CRY4	2127	"20|12"	32
CRY4	2158	"15|13"	28
CRY4	2161	"15|13"	28
CRY4	2169	"13|13"	26
CRY4	2171	"13|13"	26
CRY4	2185	"13|12"	25
CRY4	2188	"13|11"	24
CRY4	2235	"6|9"	15
CRY4	2246	"4|9"	13
CRY4	2250	"4|9"	13
CRY4	2270	"5|9"	14
CRY4	2281	"7|8"	15
CRY4	2287	"6|8"	14
CRY4	2288	"6|8"	14
CRY4	2292	"6|7"	13
CRY4	2297	"1|11"	12
CRY4	2327	"4|5"	9
CRY4	2330	"4|5"	9
CRY4	2342	"4|4"	8
CRY4	2349	"4|4"	8
CRY4	2352	"4|4"	8
CRY4	2374	"6|4"	10
CRY4	2410	"7|5"	12
CRY4	2417	"9|5"	14
CRY4	2440	"9|4"	13
CRY4	2455	"11|5"	16
CRY4	2457	"11|5"	16
CRY4	2458	"11|4"	15
CRY4	2508	"17|4"	21
CRY4	2513	"17|4"	21
CRY4	2519	"17|4"	21
CRY4	2547	"20|4"	24
CRY4	2550	"20|5"	25
CRY4	2551	"20|5"	25
CRY4	2563	"20|5"	25
CRY4	2565	"20|7"	27
CRY4	2571	"20|9"	29
CRY4	2575	"21|9"	30
CRY4	2587	"20|9"	29
CRY4	2610	"25|10"	35
CRY4	2632	"31|10"	41
CRY4	2683	"38|18"	56
CRY4	2710	"42|23"	65
CRY4	2778	"44|21"	65
CRY4	2783	"42|21"	63
CRY4	2792	"42|22"	64
CRY4	2810	"48|22"	70
CRY4	2814	"52|20"	72
CRY4	2819	"52|20"	72
CRY4	2830	"45|22"	67
CRY4	2839	"42|23"	65
CRY4	2840	"42|23"	65
CRY4	2847	"42|24"	66
CRY4	2850	"44|25"	69
CRY4	2868	"45|21"	66
CRY4	2884	"46|21"	67
CRY4	2926	"42|5"	47
CRY4	2935	"40|5"	45
CRY4	3075	"15|2"	17
CRY4	3104	"10|2"	12
CRY4	3107	"10|2"	12
CRY4	3117	"6|2"	8
CRY4	3132	"6|2"	8
CRY4	3133	"6|2"	8
CRY4	3150	"5|2"	7
CRY4	3151	"5|2"	7
DET1	165	"5|3"	8
DET1	177	"4|5"	9
DET1	178	"4|5"	9
DET1	186	"4|5"	9
DET1	215	"4|7"	11
DET1	222	"4|7"	11
DET1	225	"4|7"	11
DET1	237	"4|7"	11
DET1	239	"4|7"	11
DET1	279	"9|10"	19
DET1	302	"11|10"	21
DET1	368	"19|18"	37
DET1	382	"21|26"	47
DET1	403	"22|27"	49
DET1	413	"23|28"	51
DET1	442	"25|34"	59
DET1	485	"33|34"	67
DET1	518	"43|35"	78
DET1	532	"43|36"	79
DET1	557	"41|40"	81
DET1	560	"41|39"	80
DET1	591	"40|51"	91
DET1	656	"41|47"	88
DET1	657	"41|47"	88
DET1	662	"41|48"	89
DET1	664	"41|48"	89
DET1	668	"41|48"	89
DET1	687	"38|45"	83
DET1	718	"41|51"	92
DET1	731	"39|51"	90
DET1	743	"38|49"	87
DET1	785	"33|44"	77
DET1	806	"28|44"	72
DET1	824	"20|39"	59
DET1	851	"17|35"	52
DET1	852	"17|35"	52
DET1	857	"16|34"	50
DET1	910	"11|24"	35
DET1	913	"11|24"	35
DET1	965	"6|17"	23
DET1	1011	"2|9"	11
DET1	1012	"2|9"	11
DET1	1028	"1|9"	10
DET1	1031	"1|9"	10
DET1	1035	"1|6"	7
DET1	1054	"1|6"	7
DET1	1080	"1|3"	4
gapCpSh	192	"9|6"	15
gapCpSh	219	"11|6"	17
gapCpSh	276	"25|12"	37
gapCpSh	279	"25|12"	37
gapCpSh	330	"34|15"	49
gapCpSh	346	"35|15"	50
gapCpSh	347	"35|15"	50
gapCpSh	357	"37|15"	52
gapCpSh	359	"37|15"	52
gapCpSh	386	"42|15"	57
gapCpSh	396	"42|15"	57
gapCpSh	397	"41|15"	56
gapCpSh	683	"8|2"	10
gapCpSh	692	"8|2"	10
gapCpSh	695	"8|2"	10
gapCpSh	696	"8|2"	10
gapCpSh	699	"8|2"	10
gapCpSh	701	"8|2"	10
gapCpSh	718	"11|5"	16
gapCpSh	722	"11|5"	16
gapCpSh	752	"11|6"	17
gapCpSh	829	"10|14"	24
gapCpSh	833	"10|14"	24
gapCpSh	846	"9|12"	21
gapCpSh	853	"9|12"	21
gapCpSh	862	"9|12"	21
gapCpSh	866	"9|12"	21
gapCpSh	867	"9|12"	21
gapCpSh	870	"8|11"	19
gapCpSh	871	"8|11"	19
gapCpSh	872	"8|11"	19
gapCpSh	875	"8|11"	19
gapCpSh	879	"8|11"	19
gapCpSh	884	"8|11"	19
gapCpSh	886	"8|11"	19
gapCpSh	912	"8|6"	14
gapCpSh	920	"8|6"	14
gapCpSh	973	"5|4"	9
gapCpSh	993	"5|3"	8
gapCpSh	1024	"3|3"	6
IBR3	180	"13|6"	19
IBR3	183	"13|6"	19
IBR3	196	"13|6"	19
IBR3	203	"13|6"	19
IBR3	220	"15|8"	23
IBR3	223	"15|8"	23
IBR3	246	"20|8"	28
IBR3	256	"24|10"	34
IBR3	304	"27|21"	48
IBR3	309	"29|22"	51
IBR3	313	"29|22"	51
IBR3	324	"29|23"	52
IBR3	325	"29|23"	52
IBR3	339	"29|23"	52
IBR3	343	"29|23"	52
IBR3	354	"29|25"	54
IBR3	387	"29|28"	57
IBR3	416	"30|31"	61
IBR3	420	"30|32"	62
IBR3	425	"29|31"	60
IBR3	445	"25|27"	52
IBR3	461	"22|28"	50
IBR3	502	"20|33"	53
IBR3	525	"21|35"	56
IBR3	533	"20|33"	53
IBR3	560	"24|33"	57
IBR3	572	"25|29"	54
IBR3	573	"25|29"	54
IBR3	585	"26|28"	54
IBR3	588	"26|28"	54
IBR3	597	"29|28"	57
IBR3	611	"28|27"	55
IBR3	614	"27|27"	54
IBR3	625	"29|26"	55
IBR3	626	"29|26"	55
IBR3	630	"29|26"	55
IBR3	658	"31|22"	53
IBR3	682	"27|22"	49
IBR3	701	"31|24"	55
IBR3	743	"31|24"	55
IBR3	751	"31|19"	50
IBR3	754	"31|18"	49
IBR3	757	"31|18"	49
IBR3	765	"27|19"	46
IBR3	772	"28|18"	46
IBR3	776	"29|18"	47
IBR3	781	"29|18"	47
IBR3	783	"29|18"	47
IBR3	784	"29|18"	47
IBR3	788	"28|18"	46
IBR3	802	"28|22"	50
IBR3	809	"29|21"	50
IBR3	833	"30|26"	56
IBR3	834	"30|26"	56
IBR3	855	"25|27"	52
IBR3	873	"25|29"	54
IBR3	897	"24|33"	57
IBR3	916	"27|35"	62
IBR3	985	"34|39"	73
IBR3	1009	"31|38"	69
IBR3	1019	"31|38"	69
IBR3	1036	"30|33"	63
IBR3	1040	"30|33"	63
IBR3	1041	"30|33"	63
IBR3	1049	"30|31"	61
IBR3	1053	"29|31"	60
IBR3	1059	"29|31"	60
IBR3	1060	"29|31"	60
IBR3	1064	"29|31"	60
IBR3	1142	"14|19"	33
IBR3	1146	"14|18"	32
IBR3	1184	"7|12"	19
IBR3	1185	"7|12"	19
IBR3	1187	"7|12"	19
IBR3	1195	"7|12"	19
IBR3	1200	"7|11"	18
IBR3	1210	"7|10"	17
IBR3	1233	"6|8"	14
IBR3	1245	"6|5"	11
IBR3	1254	"6|4"	10
IBR3	1584	"13|10"	23
IBR3	1608	"15|14"	29
IBR3	1656	"19|27"	46
IBR3	1662	"19|27"	46
IBR3	1672	"19|28"	47
IBR3	1679	"18|28"	46
IBR3	1680	"19|28"	47
IBR3	1687	"24|28"	52
IBR3	1690	"24|28"	52
IBR3	1695	"24|29"	53
IBR3	1725	"25|31"	56
IBR3	1729	"25|31"	56
IBR3	1743	"26|30"	56
IBR3	1753	"28|30"	58
IBR3	1774	"31|31"	62
IBR3	1782	"32|30"	62
IBR3	1783	"32|30"	62
IBR3	1787	"33|30"	63
IBR3	1798	"33|31"	64
IBR3	1805	"35|31"	66
IBR3	1817	"37|27"	64
IBR3	1854	"35|27"	62
IBR3	1871	"34|28"	62
IBR3	1897	"37|27"	64
IBR3	1899	"37|28"	65
IBR3	1901	"37|28"	65
IBR3	1918	"37|30"	67
IBR3	1944	"39|25"	64
IBR3	1952	"40|26"	66
IBR3	1968	"38|29"	67
IBR3	1997	"35|34"	69
IBR3	2002	"35|38"	73
IBR3	2012	"36|41"	77
IBR3	2085	"32|44"	76
IBR3	2089	"33|44"	77
IBR3	2105	"29|43"	72
IBR3	2112	"29|43"	72
IBR3	2121	"29|43"	72
IBR3	2124	"30|43"	73
IBR3	2146	"28|43"	71
IBR3	2150	"28|43"	71
IBR3	2160	"27|38"	65
IBR3	2161	"26|38"	64
IBR3	2178	"22|31"	53
IBR3	2186	"21|31"	52
IBR3	2192	"20|31"	51
IBR3	2197	"20|30"	50
IBR3	2198	"20|30"	50
IBR3	2208	"19|26"	45
IBR3	2256	"12|21"	33
IBR3	2262	"12|19"	31
IBR3	2263	"12|18"	30
IBR3	2306	"12|11"	23
IBR3	2311	"12|11"	23
IBR3	2339	"10|8"	18
IBR3	2366	"5|5"	10
IBR3	2380	"4|5"	9
IBR3	2384	"4|5"	9
IBR3	2392	"4|5"	9
IBR3	2397	"4|5"	9
IBR3	2399	"4|5"	9
IBR3	2402	"4|4"	8
IBR3	2409	"4|3"	7
IBR3	2410	"4|3"	7
OG0000535	123	"22|6"	28
OG0000535	377	"7|4"	11
OG0000535	422	"9|7"	16
OG0000535	438	"11|7"	18
OG0000535	441	"11|7"	18
OG0000535	485	"14|11"	25
OG0000535	487	"14|11"	25
OG0000535	501	"14|12"	26
OG0000535	544	"14|13"	27
OG0000535	552	"14|14"	28
OG0000535	564	"14|14"	28
OG0000535	567	"14|14"	28
OG0000535	579	"13|14"	27
OG0000535	603	"13|14"	27
OG0000535	618	"13|13"	26
OG0000535	626	"13|13"	26
OG0000535	627	"13|13"	26
OG0000535	632	"12|13"	25
OG0000535	633	"12|13"	25
OG0000535	645	"13|13"	26
OG0000535	646	"13|13"	26
OG0000535	652	"13|12"	25
OG0000535	700	"11|10"	21
OG0000535	714	"7|8"	15
OG0000535	729	"10|7"	17
OG0000535	731	"10|7"	17
OG0000535	737	"10|7"	17
OG0000535	747	"10|6"	16
OG0000535	758	"13|7"	20
OG0000535	759	"13|7"	20
OG0000535	768	"13|7"	20
OG0000535	891	"8|5"	13
OG0000535	894	"8|5"	13
OG0000535	909	"8|5"	13
OG0000535	922	"8|5"	13
OG0000535	928	"8|5"	13
OG0000535	953	"8|4"	12
OG0000535	960	"8|4"	12
OG0000535	1009	"7|3"	10
OG0000535	1013	"7|3"	10
OG0000535	1017	"7|3"	10
OG0000535	1033	"2|2"	4
OG0000535	1035	"2|2"	4
OG0000535	1036	"2|2"	4
OG0000535	1069	"1|2"	3
OG0000535	1081	"1|2"	3
OG0000535	1094	"1|2"	3
OG0000535	1105	"1|2"	3
OG0000535	1108	"1|2"	3
OG0000535	1120	"1|2"	3
OG0000535	1128	"1|2"	3
OG0000535	1148	"1|1"	2
OG0000535	1156	"1|1"	2
OG0000806	4563	"5|3"	8
OG0000806	4564	"5|3"	8
OG0000806	4596	"9|4"	13
OG0000806	4613	"10|4"	14
OG0000806	4619	"10|4"	14
OG0000806	4626	"10|4"	14
OG0000806	4632	"12|4"	16
OG0000806	4651	"12|4"	16
OG0000806	4659	"12|4"	16
OG0000806	4662	"12|4"	16
OG0000806	4686	"11|4"	15
OG0000806	4691	"11|4"	15
OG0000806	4693	"11|4"	15
OG0000806	4703	"12|2"	14
OG0000806	4704	"12|2"	14
OG0000806	4710	"12|2"	14
OG0001041	2984	"4|3"	7
OG0001041	2996	"4|3"	7
OG0001041	3005	"4|4"	8
OG0001041	3013	"4|4"	8
OG0001041	3021	"4|4"	8
OG0001041	3024	"4|4"	8
OG0001041	3034	"4|4"	8
OG0001041	3039	"4|5"	9
OG0001041	3048	"4|5"	9
OG0001041	3049	"4|5"	9
OG0001041	3052	"4|5"	9
OG0001041	3056	"4|6"	10
