CRY2	30	2,5	7
CRY2	43	3,5	8
CRY2	44	3,5	8
CRY2	50	3,5	8
CRY2	58	3,5	8
CRY2	64	3,5	8
CRY2	87	3,5	8
CRY2	90	3,5	8
CRY2	92	3,5	8
CRY2	117	3,8	11
CRY2	130	5,8	13
CRY2	135	5,8	13
CRY2	144	5,9	14
CRY2	158	5,10	15
CRY2	163	5,10	15
CRY2	168	5,10	15
CRY2	171	5,10	15
CRY2	183	7,10	17
CRY2	187	7,10	17
CRY2	201	7,11	18
CRY2	206	7,10	17
CRY2	230	9,10	19
CRY2	233	9,10	19
CRY2	234	9,10	19
CRY2	235	9,10	19
CRY2	242	12,8	20
CRY2	251	12,8	20
CRY2	259	12,8	20
CRY2	263	12,8	20
CRY2	265	12,8	20
CRY2	275	12,8	20
CRY2	280	12,8	20
CRY2	290	12,8	20
CRY2	298	12,8	20
CRY2	300	12,8	20
CRY2	307	11,9	20
CRY2	309	11,9	20
CRY2	316	11,7	18
CRY2	324	10,7	17
CRY2	325	10,7	17
CRY2	330	10,7	17
CRY2	340	10,7	17
CRY2	391	10,11	21
CRY2	405	10,11	21
CRY2	417	9,11	20
CRY2	425	9,11	20
CRY2	426	9,11	20
CRY2	441	9,11	20
CRY2	443	9,11	20
CRY2	495	6,9	15
CRY2	507	6,8	14
CRY2	510	6,8	14
CRY2	543	3,8	11
CRY2	576	3,9	12
CRY2	600	4,9	13
CRY2	640	4,6	10
CRY2	641	4,6	10
CRY2	645	5,6	11
CRY2	651	5,7	12
CRY2	656	5,5	10
CRY2	661	5,5	10
CRY2	666	5,6	11
CRY2	673	5,6	11
CRY2	675	6,6	12
CRY2	684	6,7	13
CRY2	685	6,7	13
CRY2	705	8,7	15
CRY2	706	8,7	15
CRY2	711	8,7	15
CRY2	716	8,7	15
CRY2	732	7,7	14
CRY2	735	7,7	14
CRY2	739	7,6	13
CRY2	748	7,6	13
CRY2	768	8,6	14
CRY2	774	10,6	16
CRY2	802	10,7	17
CRY2	808	10,7	17
CRY2	830	10,6	16
CRY2	871	13,7	20
CRY2	898	12,6	18
CRY2	937	15,6	21
CRY2	952	14,5	19
CRY2	1123	10,3	13
CRY2	1126	10,3	13
CRY2	1135	10,3	13
CRY2	1138	10,3	13
CRY2	1147	10,3	13
CRY2	1174	8,3	11
CRY2	1225	7,3	10
CRY2	1244	6,3	9
CRY2	1333	6,2	8
CRY2	1372	5,6	11
CRY2	1391	6,5	11
CRY2	1402	5,6	11
CRY2	1408	5,6	11
CRY2	1447	7,7	14
CRY2	1473	7,9	16
CRY2	1479	7,9	16
CRY2	1492	7,9	16
CRY2	1493	7,9	16
CRY2	1499	7,9	16
CRY2	1500	7,9	16
CRY2	1509	7,9	16
CRY2	1517	9,9	18
CRY2	1528	8,9	17
CRY2	1554	8,8	16
CRY2	1572	8,9	17
CRY2	1584	8,9	17
CRY2	1620	9,7	16
CRY2	1621	9,7	16
CRY2	1647	9,7	16
CRY2	1653	9,7	16
CRY2	1665	9,8	17
CRY2	1731	8,6	14
CRY2	1741	11,3	14
CRY2	1752	6,5	11
CRY2	1764	8,3	11
CRY2	1767	6,5	11
CRY2	1776	6,5	11
CRY2	1794	6,8	14
CRY2	1818	6,9	15
CRY2	1822	13,2	15
CRY2	1823	8,7	15
CRY2	1825	8,7	15
CRY2	1826	13,2	15
CRY2	1838	13,3	16
CRY2	1839	6,10	16
CRY2	1843	9,7	16
CRY2	1845	13,3	16
CRY2	1876	6,10	16
CRY2	1886	12,4	16
CRY2	1899	11,6	17
CRY2	1908	7,10	17
CRY2	1909	7,10	17
CRY2	1918	7,10	17
CRY2	1920	13,4	17
CRY2	1922	7,6	13
CRY2	1955	6,10	16
CRY2	1985	8,8	16
CRY2	1990	8,8	16
CRY2	2004	9,6	15
CRY2	2006	9,6	15
CRY2	2013	9,6	15
CRY2	2027	9,5	14
CRY2	2033	9,6	15
CRY2	2058	9,6	15
CRY2	2266	7,2	9
CRY4	377	1,6	7
CRY4	380	1,7	8
CRY4	385	1,8	9
CRY4	390	2,9	11
CRY4	403	2,7	9
CRY4	416	3,7	10
CRY4	417	3,7	10
CRY4	423	3,7	10
CRY4	431	3,7	10
CRY4	437	3,6	9
CRY4	460	3,6	9
CRY4	463	3,6	9
CRY4	465	3,6	9
CRY4	490	3,8	11
CRY4	503	5,8	13
CRY4	508	5,8	13
CRY4	517	5,9	14
CRY4	531	5,10	15
CRY4	536	5,10	15
CRY4	541	5,10	15
CRY4	544	5,10	15
CRY4	556	7,9	16
CRY4	560	7,9	16
CRY4	574	7,10	17
CRY4	579	7,9	16
CRY4	603	9,10	19
CRY4	606	9,10	19
CRY4	607	9,10	19
CRY4	608	9,10	19
CRY4	615	12,8	20
CRY4	624	12,8	20
CRY4	632	12,8	20
CRY4	636	12,8	20
CRY4	638	12,8	20
CRY4	648	12,8	20
CRY4	653	12,8	20
CRY4	663	12,8	20
CRY4	671	12,8	20
CRY4	673	12,8	20
CRY4	680	11,9	20
CRY4	682	11,9	20
CRY4	689	11,7	18
CRY4	697	10,7	17
CRY4	698	10,7	17
CRY4	703	10,7	17
CRY4	713	10,7	17
CRY4	764	10,11	21
CRY4	778	10,11	21
CRY4	790	9,11	20
CRY4	798	9,11	20
CRY4	799	9,11	20
CRY4	814	9,11	20
CRY4	816	9,11	20
CRY4	868	6,9	15
CRY4	880	6,8	14
CRY4	883	6,8	14
CRY4	916	3,8	11
CRY4	949	3,9	12
CRY4	973	4,9	13
CRY4	1013	4,6	10
CRY4	1014	4,6	10
CRY4	1018	5,6	11
CRY4	1024	5,7	12
CRY4	1029	5,5	10
CRY4	1034	5,5	10
CRY4	1039	5,6	11
CRY4	1046	5,6	11
CRY4	1048	6,6	12
CRY4	1057	6,7	13
CRY4	1058	6,7	13
CRY4	1078	8,7	15
CRY4	1079	8,7	15
CRY4	1084	8,7	15
CRY4	1089	8,7	15
CRY4	1105	7,7	14
CRY4	1108	7,7	14
CRY4	1112	7,6	13
CRY4	1121	7,6	13
CRY4	1141	8,6	14
CRY4	1147	10,6	16
CRY4	1175	10,7	17
CRY4	1181	10,7	17
CRY4	1203	10,6	16
CRY4	1244	13,7	20
CRY4	1271	12,6	18
CRY4	1310	15,6	21
CRY4	1325	14,5	19
CRY4	1442	1,2	3
CRY4	1444	1,2	3
CRY4	1447	1,2	3
CRY4	1448	1,2	3
CRY4	1449	1,2	3
CRY4	1454	1,2	3
CRY4	1456	1,2	3
CRY4	1462	1,2	3
CRY4	1468	1,2	3
CRY4	1480	1,2	3
CRY4	1489	1,2	3
CRY4	1490	1,2	3
CRY4	1492	1,2	3
CRY4	1507	1,2	3
CRY4	1510	1,2	3
CRY4	1513	1,2	3
CRY4	1519	1,2	3
CRY4	1525	1,1	2
CRY4	1526	1,1	2
CRY4	1529	1,1	2
CRY4	1531	1,1	2
CRY4	1537	1,1	2
CRY4	1545	1,1	2
CRY4	1546	1,1	2
CRY4	1549	1,1	2
CRY4	1552	1,1	2
CRY4	1556	1,1	2
CRY4	1774	5,5	10
CRY4	1847	9,5	14
CRY4	1901	9,6	15
CRY4	1912	9,6	15
CRY4	1951	9,6	15
CRY4	1960	8,6	14
CRY4	1996	10,3	13
CRY4	1999	10,3	13
CRY4	2557	9,2	11
CRY4	2559	9,2	11
CRY4	2565	7,2	9
CRY4	2569	7,2	9
CRY4	2581	7,2	9
CRY4	2604	7,2	9
CRY4	2626	8,2	10
CRY4	2677	9,3	12
CRY4	2704	8,5	13
CRY4	2772	5,3	8
CRY4	2777	5,2	7
CRY4	2786	5,2	7
CRY4	2804	5,2	7
CRY4	3087	2,3	5
CRY4	3090	2,3	5
CRY4	3100	2,3	5
CRY4	3115	2,3	5
CRY4	3116	2,3	5
CRY4	3128	2,3	5
CRY4	3132	2,3	5
CRY4	3133	2,3	5
CRY4	3184	1,1	2
CRY4	3189	1,1	2
DET1	59	4,3	7
DET1	70	5,3	8
DET1	82	5,3	8
DET1	148	6,3	9
DET1	162	6,4	10
DET1	183	12,4	16
DET1	193	12,4	16
DET1	265	16,4	20
DET1	298	18,3	21
DET1	312	19,3	22
DET1	603	18,3	21
DET1	605	18,3	21
DET1	630	14,3	17
DET1	631	14,3	17
DET1	636	13,3	16
DET1	689	7,4	11
DET1	692	7,4	11
DET1	744	4,3	7
DET1	790	3,2	5
DET1	791	3,2	5
DET1	807	3,2	5
DET1	810	3,2	5
DET1	814	3,2	5
DET1	833	3,2	5
DET1	834	3,2	5
gapCpSh	196	4,2	6
gapCpSh	199	4,2	6
gapCpSh	620	5,2	7
gapCpSh	624	5,2	7
gapCpSh	637	6,2	8
gapCpSh	643	6,2	8
gapCpSh	644	6,2	8
gapCpSh	653	6,2	8
gapCpSh	657	6,2	8
gapCpSh	658	7,2	9
gapCpSh	661	6,2	8
gapCpSh	662	6,2	8
gapCpSh	663	6,2	8
gapCpSh	666	6,2	8
gapCpSh	670	6,2	8
gapCpSh	675	6,2	8
gapCpSh	677	6,2	8
gapCpSh	692	6,2	8
gapCpSh	703	6,2	8
gapCpSh	711	6,2	8
IBR3	338	3,2	5
IBR3	341	3,2	5
IBR3	354	3,2	5
IBR3	361	4,2	6
IBR3	378	5,2	7
IBR3	381	5,2	7
IBR3	404	6,2	8
IBR3	414	8,2	10
IBR3	462	10,3	13
IBR3	467	10,3	13
IBR3	471	10,3	13
IBR3	482	10,3	13
IBR3	483	10,3	13
IBR3	493	10,3	13
IBR3	497	10,3	13
IBR3	501	10,3	13
IBR3	512	10,3	13
IBR3	545	13,3	16
IBR3	574	18,5	23
IBR3	578	18,5	23
IBR3	583	18,5	23
IBR3	603	16,5	21
IBR3	619	16,4	20
IBR3	660	20,7	27
IBR3	683	21,8	29
IBR3	691	21,9	30
IBR3	699	20,9	29
IBR3	717	19,9	28
IBR3	729	19,9	28
IBR3	730	19,9	28
IBR3	742	19,10	29
IBR3	745	19,10	29
IBR3	754	20,10	30
IBR3	768	19,10	29
IBR3	771	19,11	30
IBR3	782	20,10	30
IBR3	783	20,10	30
IBR3	787	21,10	31
IBR3	788	21,10	31
IBR3	815	19,12	31
IBR3	839	18,12	30
IBR3	858	15,12	27
IBR3	900	13,11	24
IBR3	908	13,11	24
IBR3	911	14,11	25
IBR3	914	14,11	25
IBR3	922	15,11	26
IBR3	929	14,10	24
IBR3	933	14,9	23
IBR3	938	14,8	22
IBR3	940	14,8	22
IBR3	941	14,8	22
IBR3	945	13,8	21
IBR3	959	13,8	21
IBR3	966	13,8	21
IBR3	990	11,7	18
IBR3	991	11,7	18
IBR3	1012	15,6	21
IBR3	1030	18,6	24
IBR3	1054	17,4	21
IBR3	1073	18,4	22
IBR3	1142	16,6	22
IBR3	1166	16,6	22
IBR3	1176	17,6	23
IBR3	1198	17,6	23
IBR3	1206	16,6	22
IBR3	1210	16,6	22
IBR3	1216	15,6	21
IBR3	1217	15,6	21
IBR3	1221	15,6	21
IBR3	1284	14,4	18
IBR3	1299	9,4	13
IBR3	1303	9,4	13
IBR3	1341	4,4	8
IBR3	1342	4,4	8
IBR3	1344	4,4	8
IBR3	1352	4,4	8
IBR3	1367	4,4	8
IBR3	1390	3,3	6
IBR3	1700	6,2	8
IBR3	1724	8,2	10
IBR3	1772	13,6	19
IBR3	1778	13,6	19
IBR3	1788	14,6	20
IBR3	1795	14,6	20
IBR3	1796	14,6	20
IBR3	1803	15,7	22
IBR3	1806	15,7	22
IBR3	1811	15,7	22
IBR3	1841	19,7	26
IBR3	1845	18,7	25
IBR3	1859	19,8	27
IBR3	1869	19,8	27
IBR3	1890	21,8	29
IBR3	1898	20,9	29
IBR3	1899	20,9	29
IBR3	1903	20,9	29
IBR3	1914	21,10	31
IBR3	1921	21,10	31
IBR3	1933	21,10	31
IBR3	1960	17,11	28
IBR3	1970	17,11	28
IBR3	1987	19,12	31
IBR3	2013	17,15	32
IBR3	2015	18,15	33
IBR3	2017	18,15	33
IBR3	2034	16,17	33
IBR3	2060	16,13	29
IBR3	2068	14,13	27
IBR3	2084	14,13	27
IBR3	2113	12,12	24
IBR3	2118	11,12	23
IBR3	2128	10,12	22
IBR3	2201	10,8	18
IBR3	2221	10,7	17
IBR3	2228	11,7	18
IBR3	2237	11,7	18
IBR3	2240	11,7	18
IBR3	2262	11,7	18
IBR3	2266	11,7	18
IBR3	2276	12,7	19
IBR3	2277	12,7	19
IBR3	2294	10,8	18
IBR3	2302	10,6	16
IBR3	2308	10,6	16
IBR3	2313	10,5	15
IBR3	2314	10,5	15
IBR3	2324	9,5	14
IBR3	2372	6,4	10
IBR3	2378	6,4	10
IBR3	2379	6,4	10
IBR3	2422	6,4	10
IBR3	2427	6,4	10
IBR3	2455	6,4	10
IBR3	2482	5,3	8
IBR3	2507	4,2	6
IBR3	2511	4,2	6
IBR3	2519	4,2	6
IBR3	2524	4,2	6
IBR3	2526	4,2	6
IBR3	2529	4,2	6
IBR3	2536	4,2	6
IBR3	2537	4,2	6
OG0001287	1691	2,4	6
OG0001287	1916	1,2	3
OG0001442	275	4,3	7
OG0001442	282	4,3	7
OG0001442	296	4,5	9
OG0001442	326	3,7	10
OG0001442	331	3,7	10
OG0001442	347	4,9	13
OG0001442	354	4,9	13
OG0001442	399	6,9	15
OG0001442	434	7,9	16
OG0001442	437	7,9	16
OG0001442	459	7,9	16
OG0001442	479	7,8	15
OG0001442	494	8,8	16
OG0001442	496	8,8	16
OG0001442	505	8,8	16
OG0001442	575	7,4	11
OG0001442	579	7,5	12
OG0001442	586	7,4	11
OG0001442	592	7,4	11
OG0001442	605	7,2	9
OG0001442	608	7,2	9
OG0001579	156	2,2	4
OG0001579	157	2,2	4
OG0001579	165	2,2	4
OG0001579	168	2,2	4
OG0001579	303	2,3	5
OG0001579	304	1,3	4
OG0001579	306	1,3	4
OG0001579	319	2,3	5
OG0001579	323	2,4	6
OG0001579	325	2,4	6
OG0001579	328	2,4	6
OG0001579	332	2,4	6
OG0001579	335	2,5	7
OG0001579	339	3,5	8
OG0001579	340	3,5	8
OG0001579	429	5,12	17
OG0001579	455	5,11	16
OG0001579	498	7,13	20
OG0001579	593	11,15	26
OG0001579	668	11,13	24
OG0001579	695	11,15	26
OG0001579	713	10,12	22
OG0001579	731	12,11	23
OG0001579	744	13,13	26
OG0001579	771	15,12	27
OG0001579	785	18,12	30
OG0001579	788	18,12	30
OG0001579	799	18,12	30
OG0001579	803	18,12	30
OG0001579	809	18,11	29
OG0001579	812	18,11	29
OG0001579	871	17,11	28
OG0001579	881	17,11	28
